 YY XX    OLR1   U8501    OLR2   U8502    OLR3    U8503   OLR4   U8504
 12 27  0.0117 -0.0085 -0.0181 -0.0243 -0.0126 -0.0229 -0.0123  0.0371
 12 28  0.0146 -0.0091 -0.0233 -0.0284 -0.0175 -0.0192 -0.0104  0.0456
 12 29  0.0229 -0.0098 -0.0240 -0.0326 -0.0228 -0.0126 -0.0143  0.0527
 12 30  0.0286 -0.0117 -0.0225 -0.0369 -0.0254 -0.0057 -0.0156  0.0588
 12 31  0.0348 -0.0168 -0.0174 -0.0410 -0.0278  0.0005 -0.0210  0.0645
 12 32  0.0397 -0.0253 -0.0125 -0.0445 -0.0292  0.0072 -0.0244  0.0691
 12 33  0.0397 -0.0347 -0.0056 -0.0481 -0.0323  0.0153 -0.0198  0.0710
 12 34  0.0361 -0.0423 -0.0091 -0.0531 -0.0336  0.0236  0.0024  0.0698
 12 35  0.0430 -0.0469 -0.0030 -0.0604 -0.0339  0.0302  0.0093  0.0660
 12 36  0.0478 -0.0488  0.0026 -0.0691 -0.0350  0.0345  0.0165  0.0602
 12 37  0.0488 -0.0482  0.0062 -0.0768 -0.0331  0.0365  0.0225  0.0525
 12 38  0.0454 -0.0452  0.0089 -0.0820 -0.0295  0.0361  0.0269  0.0432
 12 39  0.0402 -0.0404  0.0120 -0.0841 -0.0264  0.0327  0.0314  0.0335
 12 40  0.0363 -0.0355  0.0131 -0.0833 -0.0230  0.0272  0.0348  0.0251
 12 41  0.0339 -0.0314  0.0170 -0.0799 -0.0208  0.0213  0.0377  0.0188
 12 42  0.0313 -0.0278  0.0186 -0.0740 -0.0196  0.0160  0.0406  0.0141
 12 43  0.0280 -0.0240  0.0189 -0.0667 -0.0173  0.0116  0.0429  0.0107
 12 44  0.0258 -0.0200  0.0181 -0.0594 -0.0146  0.0077  0.0425  0.0086
 12 45  0.0219 -0.0164  0.0161 -0.0528 -0.0114  0.0041  0.0414  0.0078
 12 46  0.0191 -0.0137  0.0159 -0.0470 -0.0104  0.0007  0.0412  0.0075
 12 47  0.0161 -0.0115  0.0151 -0.0412 -0.0105 -0.0026  0.0400  0.0070
 12 48  0.0132 -0.0091  0.0140 -0.0352 -0.0082 -0.0056  0.0387  0.0068
 12 49  0.0118 -0.0065  0.0130 -0.0292 -0.0053 -0.0078  0.0342  0.0072
 13  1 -0.0002 -0.0067  0.0052  0.0074  0.0078 -0.0026  0.0059  0.0096
 13  2 -0.0008 -0.0101  0.0059  0.0049  0.0098 -0.0047  0.0103  0.0063
 13  3 -0.0003 -0.0107  0.0036  0.0032  0.0101 -0.0066  0.0090  0.0039
 13  4 -0.0011 -0.0094  0.0015  0.0033  0.0091 -0.0077  0.0075  0.0042
 13  5 -0.0012 -0.0090  0.0000  0.0049  0.0065 -0.0083  0.0065  0.0071
 13  6 -0.0014 -0.0108 -0.0018  0.0066  0.0056 -0.0096  0.0052  0.0099
 13  7 -0.0019 -0.0137 -0.0042  0.0069  0.0033 -0.0120  0.0058  0.0104
 13  8 -0.0016 -0.0157 -0.0054  0.0054  0.0036 -0.0143  0.0038  0.0086
 13  9 -0.0018 -0.0168 -0.0087  0.0031  0.0026 -0.0156  0.0019  0.0066
 13 10 -0.0029 -0.0184 -0.0128  0.0014  0.0024 -0.0167  0.0000  0.0062
 13 11 -0.0027 -0.0215 -0.0189  0.0011  0.0018 -0.0188 -0.0023  0.0073
 13 12 -0.0026 -0.0253 -0.0227  0.0025  0.0003 -0.0219 -0.0033  0.0089
 13 13 -0.0028 -0.0287 -0.0254  0.0057 -0.0016 -0.0247 -0.0050  0.0105
 13 14 -0.0055 -0.0310 -0.0240  0.0104 -0.0024 -0.0259 -0.0057  0.0125
 13 15 -0.0104 -0.0321 -0.0230  0.0143 -0.0049 -0.0268 -0.0057  0.0146
 13 16 -0.0097 -0.0315 -0.0240  0.0142 -0.0040 -0.0292 -0.0095  0.0151
 13 17 -0.0044 -0.0279 -0.0221  0.0084 -0.0024 -0.0338 -0.0149  0.0126
 13 18 -0.0032 -0.0218 -0.0185 -0.0007  0.0017 -0.0388 -0.0171  0.0086
 13 19  0.0052 -0.0159 -0.0226 -0.0080  0.0053 -0.0419 -0.0231  0.0063
 13 20  0.0107 -0.0137 -0.0218 -0.0102  0.0142 -0.0421 -0.0254  0.0079
 13 21  0.0131 -0.0157 -0.0194 -0.0084  0.0154 -0.0397 -0.0257  0.0119
 13 22  0.0115 -0.0181 -0.0151 -0.0069  0.0109 -0.0348 -0.0256  0.0147
 13 23  0.0023 -0.0160 -0.0092 -0.0090 -0.0020 -0.0285 -0.0152  0.0148
 13 24 -0.0038 -0.0086 -0.0044 -0.0140 -0.0037 -0.0231 -0.0023  0.0139
 13 25 -0.0038  0.0005 -0.0054 -0.0196 -0.0005 -0.0210 -0.0014  0.0152
 13 26 -0.0002  0.0071 -0.0066 -0.0243  0.0032 -0.0227 -0.0032  0.0197
 13 27  0.0014  0.0102 -0.0140 -0.0287 -0.0021 -0.0253 -0.0068  0.0263
 13 28  0.0062  0.0119 -0.0104 -0.0335 -0.0041 -0.0261 -0.0175  0.0331
 13 29  0.0117  0.0135 -0.0084 -0.0389 -0.0106 -0.0242 -0.0232  0.0405
 13 30  0.0149  0.0136 -0.0091 -0.0437 -0.0128 -0.0208 -0.0281  0.0499
 13 31  0.0198  0.0098 -0.0049 -0.0467 -0.0174 -0.0159 -0.0330  0.0611
 13 32  0.0267  0.0023 -0.0015 -0.0481 -0.0239 -0.0092 -0.0355  0.0715
 13 33  0.0351 -0.0061  0.0033 -0.0495 -0.0333 -0.0007 -0.0327  0.0787
 13 34  0.0344 -0.0127  0.0049 -0.0528 -0.0360  0.0077 -0.0232  0.0825
 13 35  0.0367 -0.0171  0.0106 -0.0588 -0.0370  0.0145 -0.0171  0.0843
 13 36  0.0393 -0.0199  0.0155 -0.0664 -0.0391  0.0194 -0.0086  0.0847
 13 37  0.0408 -0.0215  0.0200 -0.0731 -0.0404  0.0226  0.0002  0.0829
 13 38  0.0398 -0.0220  0.0224 -0.0774 -0.0349  0.0237  0.0075  0.0776
 13 39  0.0358 -0.0214  0.0260 -0.0789 -0.0318  0.0222  0.0143  0.0699
 13 40  0.0318 -0.0203  0.0270 -0.0777 -0.0276  0.0184  0.0208  0.0619
 13 41  0.0287 -0.0191  0.0283 -0.0741 -0.0240  0.0138  0.0235  0.0548
 13 42  0.0266 -0.0171  0.0288 -0.0686 -0.0198  0.0098  0.0264  0.0485
 13 43  0.0256 -0.0143  0.0282 -0.0619 -0.0151  0.0063  0.0288  0.0426
 13 44  0.0234 -0.0117  0.0265 -0.0553 -0.0149  0.0031  0.0292  0.0373
 13 45  0.0198 -0.0103  0.0259 -0.0497 -0.0138  0.0000  0.0297  0.0331
 13 46  0.0178 -0.0102  0.0241 -0.0449 -0.0128 -0.0028  0.0308  0.0297
 13 47  0.0141 -0.0101  0.0218 -0.0401 -0.0122 -0.0053  0.0304  0.0264
 13 48  0.0113 -0.0091  0.0201 -0.0349 -0.0081 -0.0073  0.0301  0.0234
 13 49  0.0093 -0.0075  0.0187 -0.0296 -0.0043 -0.0085  0.0282  0.0210
 14  1 -0.0025 -0.0080  0.0082  0.0063  0.0063 -0.0029  0.0108  0.0086
 14  2 -0.0026 -0.0100  0.0074  0.0061  0.0099 -0.0043  0.0126  0.0067
 14  3 -0.0009 -0.0094  0.0049  0.0067  0.0102 -0.0051  0.0112  0.0060
 14  4 -0.0001 -0.0078  0.0026  0.0077  0.0104 -0.0051  0.0092  0.0071
 14  5  0.0000 -0.0077  0.0009  0.0082  0.0090 -0.0057  0.0071  0.0090
 14  6 -0.0014 -0.0096  0.0000  0.0076  0.0077 -0.0078  0.0050  0.0097
 14  7 -0.0022 -0.0119 -0.0008  0.0056  0.0069 -0.0111  0.0047  0.0083
 14  8 -0.0029 -0.0130 -0.0011  0.0022  0.0072 -0.0138  0.0045  0.0055
 14  9 -0.0010 -0.0129 -0.0041 -0.0024  0.0063 -0.0149  0.0029  0.0027
 14 10 -0.0008 -0.0132 -0.0082 -0.0073  0.0056 -0.0152  0.0011  0.0013
 14 11 -0.0001 -0.0150 -0.0121 -0.0113  0.0047 -0.0166 -0.0002  0.0012
 14 12  0.0007 -0.0177 -0.0160 -0.0128  0.0044 -0.0197 -0.0005  0.0019
 14 13  0.0016 -0.0202 -0.0199 -0.0111  0.0039 -0.0231 -0.0012  0.0035
 14 14  0.0017 -0.0220 -0.0233 -0.0072  0.0031 -0.0254 -0.0037  0.0057
 14 15 -0.0022 -0.0229 -0.0239 -0.0042  0.0003 -0.0268 -0.0040  0.0077
 14 16 -0.0047 -0.0219 -0.0226 -0.0057  0.0022 -0.0285 -0.0084  0.0077
 14 17 -0.0051 -0.0176 -0.0171 -0.0127  0.0050 -0.0302 -0.0113  0.0041
 14 18 -0.0025 -0.0096 -0.0121 -0.0222  0.0072 -0.0304 -0.0127 -0.0019
 14 19 -0.0025 -0.0003 -0.0097 -0.0289  0.0085 -0.0281 -0.0135 -0.0072
 14 20 -0.0016  0.0057 -0.0092 -0.0295  0.0097 -0.0243 -0.0163 -0.0089
 14 21 -0.0017  0.0063 -0.0073 -0.0252  0.0126 -0.0209 -0.0164 -0.0064
 14 22 -0.0008  0.0034 -0.0073 -0.0199  0.0034 -0.0187 -0.0131 -0.0019
 14 23 -0.0036  0.0015 -0.0074 -0.0168 -0.0020 -0.0170 -0.0067  0.0022
 14 24 -0.0051  0.0033 -0.0039 -0.0162  0.0007 -0.0155 -0.0031  0.0052
 14 25 -0.0033  0.0080 -0.0042 -0.0167  0.0052 -0.0153 -0.0022  0.0075
 14 26 -0.0050  0.0131 -0.0028 -0.0179  0.0089 -0.0174 -0.0040  0.0095
 14 27 -0.0049  0.0177 -0.0042 -0.0203  0.0090 -0.0214 -0.0053  0.0110
 14 28 -0.0055  0.0226 -0.0021 -0.0245  0.0095 -0.0261 -0.0123  0.0127
 14 29 -0.0021  0.0274 -0.0023 -0.0296  0.0084 -0.0298 -0.0194  0.0166
 14 30 -0.0006  0.0299 -0.0034 -0.0335  0.0056 -0.0318 -0.0262  0.0249
 14 31  0.0012  0.0280 -0.0004 -0.0351 -0.0019 -0.0310 -0.0341  0.0368
 14 32  0.0076  0.0228  0.0021 -0.0348 -0.0119 -0.0272 -0.0371  0.0495
 14 33  0.0144  0.0173  0.0040 -0.0345 -0.0222 -0.0212 -0.0378  0.0601
 14 34  0.0194  0.0137  0.0067 -0.0363 -0.0294 -0.0150 -0.0339  0.0690
 14 35  0.0220  0.0117  0.0136 -0.0406 -0.0323 -0.0096 -0.0339  0.0780
 14 36  0.0252  0.0094  0.0179 -0.0463 -0.0352 -0.0049 -0.0282  0.0874
 14 37  0.0287  0.0061  0.0227 -0.0519 -0.0361 -0.0005 -0.0201  0.0947
 14 38  0.0293  0.0023  0.0294 -0.0559 -0.0345  0.0031 -0.0125  0.0975
 14 39  0.0282 -0.0010  0.0327 -0.0580 -0.0307  0.0046 -0.0040  0.0958
 14 40  0.0268 -0.0033  0.0354 -0.0583 -0.0289  0.0040  0.0007  0.0914
 14 41  0.0239 -0.0044  0.0375 -0.0572 -0.0255  0.0022  0.0041  0.0858
 14 42  0.0222 -0.0044  0.0365 -0.0547 -0.0191  0.0004  0.0079  0.0793
 14 43  0.0217 -0.0038  0.0344 -0.0511 -0.0152 -0.0013  0.0094  0.0717
 14 44  0.0204 -0.0038  0.0320 -0.0472 -0.0136 -0.0035  0.0128  0.0639
 14 45  0.0178 -0.0049  0.0302 -0.0432 -0.0129 -0.0060  0.0154  0.0571
 14 46  0.0155 -0.0067  0.0270 -0.0394 -0.0125 -0.0084  0.0160  0.0514
 14 47  0.0141 -0.0080  0.0252 -0.0354 -0.0112 -0.0101  0.0175  0.0461
 14 48  0.0113 -0.0082  0.0234 -0.0312 -0.0065 -0.0110  0.0170  0.0409
 14 49  0.0078 -0.0076  0.0204 -0.0271 -0.0027 -0.0112  0.0163  0.0359
 15  1 -0.0020 -0.0066  0.0084  0.0034  0.0075 -0.0026  0.0115  0.0049
 15  2 -0.0027 -0.0070  0.0065  0.0057  0.0092 -0.0033  0.0131  0.0057
 15  3 -0.0022 -0.0061  0.0050  0.0085  0.0097 -0.0031  0.0116  0.0071
 15  4 -0.0005 -0.0055  0.0034  0.0099  0.0103 -0.0028  0.0082  0.0082
 15  5 -0.0001 -0.0062  0.0019  0.0092  0.0085 -0.0038  0.0065  0.0080
 15  6 -0.0008 -0.0079  0.0009  0.0067  0.0068 -0.0067  0.0043  0.0061
 15  7 -0.0017 -0.0091  0.0007  0.0034  0.0073 -0.0104  0.0042  0.0033
 15  8 -0.0025 -0.0087  0.0008 -0.0002  0.0069 -0.0127  0.0035  0.0008
 15  9 -0.0020 -0.0075  0.0006 -0.0044  0.0076 -0.0128  0.0030 -0.0005
 15 10 -0.0012 -0.0069 -0.0003 -0.0091  0.0077 -0.0117  0.0031 -0.0007
 15 11 -0.0001 -0.0078 -0.0032 -0.0135  0.0070 -0.0115  0.0026 -0.0001
 15 12  0.0015 -0.0095 -0.0074 -0.0162  0.0076 -0.0133  0.0028  0.0011
 15 13  0.0032 -0.0112 -0.0101 -0.0169  0.0079 -0.0159  0.0021  0.0026
 15 14  0.0021 -0.0123 -0.0143 -0.0167  0.0073 -0.0181 -0.0002  0.0041
 15 15 -0.0003 -0.0128 -0.0165 -0.0177  0.0058 -0.0197 -0.0014  0.0049
 15 16 -0.0011 -0.0121 -0.0152 -0.0215  0.0078 -0.0208 -0.0047  0.0040
 15 17 -0.0021 -0.0089 -0.0102 -0.0277  0.0115 -0.0207 -0.0049  0.0005
 15 18 -0.0030 -0.0025 -0.0049 -0.0335  0.0129 -0.0182 -0.0056 -0.0053
 15 19 -0.0048  0.0055 -0.0013 -0.0359  0.0105 -0.0131 -0.0055 -0.0112
 15 20 -0.0086  0.0117  0.0019 -0.0337  0.0120 -0.0081 -0.0057 -0.0148
 15 21 -0.0101  0.0134  0.0038 -0.0282  0.0095 -0.0060 -0.0076 -0.0143
 15 22 -0.0046  0.0112  0.0002 -0.0222  0.0082 -0.0075 -0.0089 -0.0104
 15 23 -0.0063  0.0080 -0.0025 -0.0173  0.0093 -0.0103 -0.0060 -0.0054
 15 24 -0.0052  0.0066 -0.0033 -0.0134  0.0079 -0.0116 -0.0058 -0.0012
 15 25 -0.0019  0.0075 -0.0037 -0.0099  0.0078 -0.0112 -0.0010  0.0009
 15 26 -0.0031  0.0104 -0.0038 -0.0071  0.0082 -0.0111  0.0007  0.0004
 15 27 -0.0065  0.0154 -0.0013 -0.0064  0.0106 -0.0133 -0.0013 -0.0023
 15 28 -0.0081  0.0225 -0.0002 -0.0080  0.0134 -0.0186 -0.0049 -0.0058
 15 29 -0.0083  0.0306 -0.0012 -0.0108  0.0119 -0.0261 -0.0094 -0.0071
 15 30 -0.0073  0.0366 -0.0020 -0.0128  0.0096 -0.0336 -0.0133 -0.0038
 15 31 -0.0067  0.0383 -0.0009 -0.0130  0.0057 -0.0389 -0.0204  0.0044
 15 32 -0.0053  0.0366  0.0006 -0.0120 -0.0005 -0.0410 -0.0284  0.0151
 15 33 -0.0010  0.0345  0.0034 -0.0108 -0.0079 -0.0405 -0.0338  0.0263
 15 34  0.0047  0.0344  0.0061 -0.0104 -0.0173 -0.0391 -0.0356  0.0382
 15 35  0.0061  0.0353  0.0105 -0.0112 -0.0230 -0.0374 -0.0382  0.0523
 15 36  0.0101  0.0352  0.0158 -0.0128 -0.0256 -0.0349 -0.0362  0.0682
 15 37  0.0137  0.0326  0.0206 -0.0147 -0.0288 -0.0308 -0.0325  0.0832
 15 38  0.0176  0.0282  0.0264 -0.0166 -0.0301 -0.0259 -0.0276  0.0940
 15 39  0.0182  0.0234  0.0295 -0.0183 -0.0275 -0.0214 -0.0227  0.0999
 15 40  0.0198  0.0192  0.0331 -0.0200 -0.0249 -0.0181 -0.0168  0.1019
 15 41  0.0190  0.0160  0.0356 -0.0220 -0.0203 -0.0156 -0.0132  0.1011
 15 42  0.0177  0.0133  0.0370 -0.0242 -0.0165 -0.0135 -0.0108  0.0977
 15 43  0.0171  0.0104  0.0364 -0.0261 -0.0128 -0.0120 -0.0076  0.0920
 15 44  0.0157  0.0069  0.0318 -0.0271 -0.0119 -0.0118 -0.0048  0.0851
 15 45  0.0143  0.0029  0.0280 -0.0269 -0.0113 -0.0128 -0.0024  0.0786
 15 46  0.0141 -0.0007  0.0267 -0.0258 -0.0108 -0.0142 -0.0004  0.0725
 15 47  0.0141 -0.0032  0.0252 -0.0242 -0.0102 -0.0153  0.0032  0.0662
 15 48  0.0117 -0.0047  0.0232 -0.0224 -0.0068 -0.0155  0.0054  0.0591
 15 49  0.0090 -0.0056  0.0201 -0.0206 -0.0003 -0.0150  0.0063  0.0517
 16  1 -0.0006 -0.0049  0.0062  0.0016  0.0062 -0.0025  0.0074  0.0013
 16  2 -0.0014 -0.0046  0.0065  0.0048  0.0075 -0.0032  0.0089  0.0037
 16  3 -0.0019 -0.0043  0.0046  0.0079  0.0084 -0.0032  0.0106  0.0059
 16  4 -0.0008 -0.0046  0.0038  0.0089  0.0090 -0.0033  0.0085  0.0064
 16  5 -0.0013 -0.0057  0.0034  0.0071  0.0081 -0.0046  0.0065  0.0043
 16  6 -0.0018 -0.0064  0.0035  0.0036  0.0067 -0.0073  0.0055  0.0008
 16  7 -0.0021 -0.0059  0.0043  0.0000  0.0073 -0.0102  0.0058 -0.0024
 16  8 -0.0026 -0.0041  0.0065 -0.0027  0.0080 -0.0114  0.0044 -0.0039
 16  9 -0.0020 -0.0023  0.0064 -0.0050  0.0091 -0.0103  0.0047 -0.0035
 16 10 -0.0017 -0.0017  0.0048 -0.0073  0.0083 -0.0082  0.0053 -0.0020
 16 11 -0.0022 -0.0024  0.0025 -0.0096  0.0078 -0.0067  0.0066  0.0000
 16 12 -0.0021 -0.0036  0.0002 -0.0118  0.0082 -0.0067  0.0058  0.0018
 16 13  0.0008 -0.0046 -0.0028 -0.0141  0.0107 -0.0077  0.0045  0.0032
 16 14  0.0015 -0.0050 -0.0047 -0.0172  0.0112 -0.0087  0.0030  0.0036
 16 15  0.0007 -0.0049 -0.0060 -0.0214  0.0099 -0.0098  0.0026  0.0032
 16 16 -0.0001 -0.0044 -0.0064 -0.0256  0.0101 -0.0110 -0.0005  0.0019
 16 17 -0.0023 -0.0029 -0.0050 -0.0284  0.0119 -0.0113 -0.0006 -0.0001
 16 18 -0.0037  0.0001 -0.0030 -0.0284  0.0122 -0.0094 -0.0017 -0.0031
 16 19 -0.0036  0.0041  0.0020 -0.0256  0.0096 -0.0055 -0.0021 -0.0066
 16 20 -0.0049  0.0076  0.0042 -0.0212  0.0075 -0.0019 -0.0009 -0.0094
 16 21 -0.0049  0.0090  0.0051 -0.0170  0.0098 -0.0016 -0.0005 -0.0101
 16 22 -0.0038  0.0083  0.0036 -0.0137  0.0098 -0.0049 -0.0010 -0.0084
 16 23 -0.0052  0.0066  0.0022 -0.0108  0.0137 -0.0090 -0.0028 -0.0053
 16 24 -0.0027  0.0050 -0.0014 -0.0074  0.0107 -0.0105 -0.0025 -0.0026
 16 25 -0.0014  0.0041 -0.0024 -0.0031  0.0088 -0.0086 -0.0014 -0.0014
 16 26 -0.0026  0.0043 -0.0021  0.0011  0.0102 -0.0055  0.0009 -0.0024
 16 27 -0.0054  0.0072 -0.0003  0.0039  0.0098 -0.0048  0.0039 -0.0061
 16 28 -0.0078  0.0139 -0.0005  0.0051  0.0135 -0.0085  0.0029 -0.0116
 16 29 -0.0090  0.0234 -0.0006  0.0053  0.0127 -0.0166  0.0003 -0.0169
 16 30 -0.0083  0.0325 -0.0010  0.0056  0.0132 -0.0271 -0.0032 -0.0193
 16 31 -0.0097  0.0383 -0.0014  0.0065  0.0117 -0.0371 -0.0086 -0.0172
 16 32 -0.0097  0.0407 -0.0032  0.0079  0.0098 -0.0450 -0.0143 -0.0112
 16 33 -0.0081  0.0421 -0.0032  0.0099  0.0043 -0.0507 -0.0191 -0.0028
 16 34 -0.0051  0.0445 -0.0003  0.0131 -0.0017 -0.0552 -0.0273  0.0079
 16 35 -0.0042  0.0481  0.0029  0.0175 -0.0082 -0.0587 -0.0308  0.0211
 16 36 -0.0026  0.0508  0.0075  0.0223 -0.0123 -0.0604 -0.0326  0.0365
 16 37  0.0016  0.0510  0.0126  0.0266 -0.0148 -0.0592 -0.0352  0.0521
 16 38  0.0063  0.0487  0.0164  0.0295 -0.0181 -0.0553 -0.0350  0.0658
 16 39  0.0094  0.0449  0.0188  0.0307 -0.0195 -0.0496 -0.0330  0.0766
 16 40  0.0112  0.0406  0.0224  0.0298 -0.0194 -0.0435 -0.0301  0.0847
 16 41  0.0129  0.0360  0.0267  0.0265 -0.0163 -0.0374 -0.0269  0.0903
 16 42  0.0123  0.0310  0.0283  0.0210 -0.0137 -0.0314 -0.0244  0.0931
 16 43  0.0133  0.0252  0.0284  0.0144 -0.0117 -0.0264 -0.0217  0.0932
 16 44  0.0133  0.0190  0.0279  0.0079 -0.0093 -0.0230 -0.0186  0.0915
 16 45  0.0114  0.0129  0.0258  0.0026 -0.0086 -0.0212 -0.0158  0.0890
 16 46  0.0108  0.0077  0.0239 -0.0015 -0.0078 -0.0205 -0.0134  0.0855
 16 47  0.0124  0.0037  0.0221 -0.0047 -0.0059 -0.0199 -0.0129  0.0802
 16 48  0.0117  0.0005  0.0208 -0.0072 -0.0048 -0.0189 -0.0093  0.0729
 16 49  0.0112 -0.0022  0.0192 -0.0091 -0.0019 -0.0178 -0.0068  0.0646
 17  1  0.0000 -0.0048  0.0063  0.0034  0.0054 -0.0018  0.0069  0.0024
 17  2 -0.0003 -0.0046  0.0057  0.0054  0.0070 -0.0031  0.0058  0.0042
 17  3 -0.0015 -0.0046  0.0043  0.0071  0.0080 -0.0039  0.0077  0.0053
 17  4 -0.0016 -0.0051  0.0047  0.0067  0.0091 -0.0045  0.0087  0.0045
 17  5 -0.0015 -0.0055  0.0053  0.0039  0.0084 -0.0056  0.0073  0.0017
 17  6 -0.0019 -0.0047  0.0071  0.0001  0.0059 -0.0071  0.0068 -0.0019
 17  7 -0.0007 -0.0028  0.0071 -0.0032  0.0069 -0.0081  0.0080 -0.0044
 17  8 -0.0006 -0.0005  0.0075 -0.0049  0.0081 -0.0080  0.0065 -0.0051
 17  9 -0.0005  0.0010  0.0063 -0.0054  0.0085 -0.0065  0.0042 -0.0041
 17 10 -0.0002  0.0009  0.0042 -0.0054  0.0067 -0.0047  0.0033 -0.0023
 17 11 -0.0011 -0.0001  0.0057 -0.0054  0.0054 -0.0035  0.0058 -0.0003
 17 12 -0.0035 -0.0013  0.0041 -0.0061  0.0065 -0.0031  0.0077  0.0013
 17 13 -0.0020 -0.0018  0.0030 -0.0083  0.0084 -0.0029  0.0060  0.0021
 17 14  0.0001 -0.0014  0.0030 -0.0120  0.0113 -0.0028  0.0055  0.0016
 17 15  0.0015 -0.0007  0.0006 -0.0160  0.0135 -0.0031  0.0033  0.0004
 17 16  0.0006  0.0002 -0.0039 -0.0182  0.0122 -0.0043  0.0010 -0.0004
 17 17 -0.0012  0.0009 -0.0034 -0.0170  0.0109 -0.0056  0.0009 -0.0004
 17 18 -0.0001  0.0015  0.0001 -0.0126  0.0068 -0.0058  0.0026  0.0000
 17 19 -0.0014  0.0021  0.0017 -0.0073  0.0082 -0.0045  0.0049  0.0001
 17 20 -0.0025  0.0026  0.0030 -0.0033  0.0103 -0.0031  0.0042 -0.0004
 17 21 -0.0028  0.0030  0.0029 -0.0016  0.0093 -0.0033  0.0029 -0.0010
 17 22 -0.0030  0.0034  0.0021 -0.0016  0.0091 -0.0054  0.0026 -0.0009
 17 23 -0.0028  0.0037  0.0025 -0.0016  0.0064 -0.0078  0.0019 -0.0005
 17 24 -0.0017  0.0034  0.0000 -0.0005  0.0055 -0.0080  0.0006  0.0002
 17 25 -0.0025  0.0022 -0.0004  0.0018  0.0079 -0.0054  0.0002  0.0007
 17 26 -0.0022  0.0005 -0.0011  0.0043  0.0090 -0.0019  0.0017  0.0007
 17 27 -0.0043  0.0003 -0.0005  0.0064  0.0094 -0.0001  0.0032 -0.0010
 17 28 -0.0069  0.0039 -0.0017  0.0084  0.0112 -0.0023  0.0057 -0.0052
 17 29 -0.0090  0.0114 -0.0021  0.0107  0.0132 -0.0088  0.0074 -0.0114
 17 30 -0.0095  0.0206 -0.0029  0.0131  0.0149 -0.0183  0.0055 -0.0171
 17 31 -0.0105  0.0283 -0.0051  0.0153  0.0165 -0.0287  0.0030 -0.0199
 17 32 -0.0113  0.0333 -0.0091  0.0173  0.0168 -0.0386 -0.0014 -0.0190
 17 33 -0.0100  0.0367 -0.0110  0.0204  0.0149 -0.0475 -0.0061 -0.0152
 17 34 -0.0076  0.0405 -0.0110  0.0260  0.0108 -0.0557 -0.0136 -0.0097
 17 35 -0.0068  0.0453 -0.0060  0.0344  0.0050 -0.0631 -0.0196 -0.0029
 17 36 -0.0064  0.0501 -0.0034  0.0444 -0.0005 -0.0687 -0.0234  0.0052
 17 37 -0.0059  0.0531 -0.0012  0.0538 -0.0026 -0.0711 -0.0267  0.0146
 17 38 -0.0017  0.0537  0.0015  0.0610 -0.0058 -0.0699 -0.0298  0.0247
 17 39  0.0012  0.0520  0.0047  0.0655 -0.0092 -0.0657 -0.0332  0.0353
 17 40  0.0028  0.0488  0.0085  0.0671 -0.0119 -0.0596 -0.0332  0.0459
 17 41  0.0037  0.0445  0.0134  0.0655 -0.0111 -0.0527 -0.0314  0.0558
 17 42  0.0046  0.0394  0.0152  0.0608 -0.0097 -0.0457 -0.0302  0.0640
 17 43  0.0062  0.0336  0.0154  0.0537 -0.0098 -0.0392 -0.0295  0.0702
 17 44  0.0076  0.0273  0.0149  0.0454 -0.0083 -0.0339 -0.0274  0.0747
 17 45  0.0073  0.0213  0.0150  0.0370 -0.0069 -0.0296 -0.0254  0.0778
 17 46  0.0072  0.0157  0.0161  0.0288 -0.0043 -0.0260 -0.0238  0.0789
 17 47  0.0090  0.0106  0.0155  0.0209 -0.0022 -0.0227 -0.0226  0.0771
 17 48  0.0103  0.0060  0.0148  0.0136 -0.0011 -0.0199 -0.0212  0.0724
 17 49  0.0095  0.0017  0.0139  0.0077 -0.0004 -0.0177 -0.0179  0.0663
 18  1 -0.0006 -0.0053  0.0051  0.0064  0.0047 -0.0004  0.0066  0.0065
 18  2 -0.0004 -0.0050  0.0055  0.0068  0.0060 -0.0018  0.0064  0.0065
 18  3 -0.0006 -0.0048  0.0048  0.0063  0.0064 -0.0029  0.0066  0.0056
 18  4 -0.0018 -0.0046  0.0063  0.0042  0.0082 -0.0037  0.0080  0.0037
 18  5 -0.0032 -0.0038  0.0084  0.0009  0.0061 -0.0041  0.0086  0.0011
 18  6 -0.0011 -0.0022  0.0079 -0.0027  0.0056 -0.0040  0.0082 -0.0013
 18  7 -0.0002  0.0000  0.0064 -0.0053  0.0066 -0.0035  0.0070 -0.0026
 18  8 -0.0004  0.0017  0.0062 -0.0063  0.0081 -0.0026  0.0063 -0.0027
 18  9 -0.0013  0.0021  0.0063 -0.0060  0.0063 -0.0018  0.0045 -0.0021
 18 10 -0.0013  0.0012  0.0055 -0.0050  0.0062 -0.0016  0.0048 -0.0013
 18 11 -0.0020 -0.0002  0.0057 -0.0038  0.0048 -0.0020  0.0048 -0.0006
 18 12 -0.0029 -0.0011  0.0041 -0.0032  0.0041 -0.0026  0.0066  0.0000
 18 13 -0.0026 -0.0012  0.0051 -0.0040  0.0087 -0.0028  0.0066 -0.0002
 18 14 -0.0001 -0.0004  0.0046 -0.0060  0.0107 -0.0023  0.0058 -0.0012
 18 15  0.0016  0.0010  0.0028 -0.0078  0.0132 -0.0020  0.0061 -0.0023
