year,month,day,pc1,pc2,amp,8_phases,4_phases
2006,3,22,0.177,-0.421,0.457,3,2
2006,3,23,0.064,-0.299,0.306,3,2
2006,3,24,-0.102,-0.182,0.209,2,2
2006,3,25,-0.181,-0.118,0.215,1,1
2006,3,26,-0.314,-0.395,0.505,2,2
2006,3,27,-0.324,-0.028,0.325,1,1
2006,3,28,0.142,0.789,0.801,6,4
2006,3,29,0.046,0.801,0.802,6,4
2006,3,30,0.203,0.885,0.908,6,4
2006,3,31,0.264,0.884,0.923,6,4
2006,4,1,-0.172,1.18,1.193,7,4
2006,4,2,-0.216,0.355,0.416,7,4
2006,4,3,0.029,0.304,0.305,6,4
2006,4,4,-0.076,-0.273,0.283,2,2
2006,4,5,0.04,-0.694,0.695,3,2
2006,4,6,0.199,-0.565,0.599,3,2
2006,4,7,0.177,-0.157,0.236,4,3
2006,4,8,0.298,-0.061,0.304,4,3
2006,4,9,-0.036,-0.387,0.389,2,2
2006,4,10,-0.02,-0.477,0.477,2,2
2006,4,11,0.033,-0.348,0.35,3,2
2006,4,12,-0.064,-0.386,0.391,2,2
2006,4,13,0.034,-0.958,0.958,3,2
2006,4,14,-0.087,-1.025,1.029,2,2
2006,4,15,0.261,0.127,0.291,5,3
2006,4,16,0.394,0.696,0.8,6,4
2006,4,17,0.407,0.51,0.653,6,4
2006,4,18,0.609,0.059,0.612,5,3
2006,4,19,0.996,0.146,1.007,5,3
2006,4,20,1.089,0.342,1.142,5,3
2006,4,21,0.599,0.134,0.614,5,3
2006,4,22,0.785,0.282,0.834,5,3
2006,4,23,0.679,0.283,0.735,5,3
2006,4,24,0.576,0.573,0.812,5,3
2006,4,25,-0.102,0.394,0.407,7,4
2006,4,26,-0.494,0.644,0.811,7,4
2006,4,27,-0.753,0.751,1.064,8,1
2006,4,28,-0.456,0.486,0.666,7,4
2006,4,29,-0.173,0.48,0.51,7,4
2006,4,30,0.171,0.193,0.258,6,4
2006,5,1,-0.057,-0.442,0.445,2,2
2006,5,2,-0.232,-0.533,0.582,2,2
2006,5,3,-0.056,-0.762,0.765,2,2
2006,5,4,0.013,0.027,0.03,6,4
2006,5,5,-0.35,0.092,0.362,8,1
2006,5,6,-0.592,-0.014,0.592,1,1
2006,5,7,-0.474,-0.225,0.524,1,1
2006,5,8,-0.751,-0.161,0.768,1,1
2006,5,9,-0.768,0.057,0.77,8,1
2006,5,10,-0.51,0.002,0.51,8,1
2006,5,11,-0.596,-0.202,0.63,1,1
2006,5,12,-0.92,0.604,1.101,8,1
2006,5,13,-0.759,1.047,1.293,7,4
2006,5,14,-0.824,0.534,0.982,8,1
2006,5,15,-0.936,0.236,0.965,8,1
2006,5,16,-0.851,-0.287,0.898,1,1
2006,5,17,-0.612,-0.54,0.816,1,1
2006,5,18,-0.209,-0.135,0.249,1,1
2006,5,19,-0.066,0.439,0.444,7,4
2006,5,20,-0.262,0.055,0.268,8,1
2006,5,21,-0.056,-0.192,0.2,2,2
2006,5,22,-0.083,0.332,0.342,7,4
2006,5,23,-0.034,0.374,0.375,7,4
2006,5,24,0.421,-0.209,0.47,4,3
2006,5,25,0.752,-0.441,0.872,4,3
2006,5,26,0.273,-0.489,0.561,3,2
2006,5,27,-0.054,-0.478,0.481,2,2
2006,5,28,-0.163,-0.437,0.466,2,2
2006,5,29,0.22,-0.256,0.338,3,2
2006,5,30,0.249,-0.316,0.403,3,2
2006,5,31,-0.271,-0.429,0.508,2,2
2006,6,1,-0.536,-0.622,0.821,2,2
2006,6,2,-0.654,-0.98,1.178,2,2
2006,6,3,-0.277,-1.339,1.368,2,2
2006,6,4,0.128,-1.517,1.523,3,2
2006,6,5,-0.199,-2.069,2.079,2,2
2006,6,6,-0.057,-2.061,2.062,2,2
2006,6,7,0.137,-2.043,2.048,3,2
2006,6,8,0.352,-1.297,1.344,3,2
2006,6,9,0.12,-0.231,0.261,3,2
2006,6,10,-0.118,0.023,0.121,8,1
2006,6,11,-0.143,-0.206,0.251,2,2
2006,6,12,-0.171,-1.183,1.195,2,2
2006,6,13,0.136,-1.325,1.332,3,2
2006,6,14,0.479,-1.242,1.331,3,2
2006,6,15,0.751,-0.237,0.788,4,3
2006,6,16,0.862,-0.007,0.862,4,3
2006,6,17,1.053,-0.084,1.056,4,3
2006,6,18,1.557,-0.071,1.558,4,3
2006,6,19,1.626,-0.141,1.632,4,3
2006,6,20,1.519,0.346,1.558,5,3
2006,6,21,1.869,0.349,1.902,5,3
2006,6,22,1.691,0.574,1.785,5,3
2006,6,23,1.511,1.102,1.87,5,3
2006,6,24,1.219,1.174,1.692,5,3
2006,6,25,0.435,1.291,1.362,6,4
2006,6,26,0.216,1.274,1.292,6,4
2006,6,27,-0.189,1.754,1.764,7,4
2006,6,28,-0.359,2.251,2.28,7,4
2006,6,29,-0.459,2.454,2.496,7,4
2006,6,30,-0.462,2.353,2.397,7,4
2006,7,1,-0.787,2.431,2.555,7,4
2006,7,2,-1.1,1.855,2.157,7,4
2006,7,3,-0.984,0.747,1.236,8,1
2006,7,4,-1.254,-0.029,1.254,1,1
2006,7,5,-1.392,-0.192,1.406,1,1
2006,7,6,-1.328,-0.286,1.358,1,1
2006,7,7,-1.399,-0.391,1.452,1,1
2006,7,8,-1.348,-0.692,1.515,1,1
2006,7,9,-1.417,-1.083,1.784,1,1
2006,7,10,-1.511,-1.22,1.943,1,1
2006,7,11,-1.575,-1.061,1.9,1,1
2006,7,12,-1.218,-0.612,1.363,1,1
2006,7,13,-0.953,-0.18,0.97,1,1
2006,7,14,-0.524,0.486,0.714,8,1
2006,7,15,-0.206,0.907,0.93,7,4
2006,7,16,0.142,0.815,0.828,6,4
2006,7,17,0.565,0.587,0.814,6,4
2006,7,18,0.522,0.591,0.789,6,4
2006,7,19,-0.228,0.579,0.622,7,4
2006,7,20,-0.494,0.726,0.878,7,4
2006,7,21,-0.591,0.169,0.615,8,1
2006,7,22,-0.678,-0.177,0.701,1,1
2006,7,23,-0.442,-0.175,0.475,1,1
2006,7,24,-0.175,0.016,0.175,8,1
2006,7,25,-0.023,0.107,0.11,7,4
2006,7,26,-0.378,0.242,0.449,8,1
2006,7,27,-0.679,0.731,0.997,7,4
2006,7,28,-0.447,0.673,0.808,7,4
2006,7,29,-0.29,0.57,0.64,7,4
2006,7,30,-0.533,0.463,0.706,8,1
2006,7,31,-0.567,0.216,0.607,8,1
2006,8,1,-0.907,0.528,1.049,8,1
2006,8,2,-0.974,0.519,1.104,8,1
2006,8,3,-1.013,0.249,1.043,8,1
2006,8,4,-1.105,-0.086,1.108,1,1
2006,8,5,-1.322,-0.446,1.395,1,1
2006,8,6,-1.864,-0.034,1.864,1,1
2006,8,7,-2.327,0.442,2.368,8,1
2006,8,8,-1.984,0.416,2.027,8,1
2006,8,9,-1.704,1.011,1.981,8,1
2006,8,10,-1.81,0.984,2.06,8,1
2006,8,11,-1.667,0.315,1.697,8,1
2006,8,12,-1.661,-0.706,1.804,1,1
2006,8,13,-1.418,-1.261,1.897,1,1
2006,8,14,-0.798,-1.609,1.796,2,2
2006,8,15,-0.297,-1.391,1.423,2,2
2006,8,16,0.004,-1.486,1.486,3,2
2006,8,17,0.239,-1.672,1.689,3,2
2006,8,18,-0.266,-2.117,2.133,2,2
2006,8,19,-0.963,-2.352,2.542,2,2
2006,8,20,-1.028,-1.991,2.241,2,2
2006,8,21,-0.807,-1.54,1.738,2,2
2006,8,22,-0.189,-1.066,1.083,2,2
2006,8,23,0.462,-0.53,0.703,3,2
2006,8,24,0.684,-0.607,0.914,4,3
2006,8,25,0.601,-0.401,0.723,4,3
2006,8,26,0.462,-0.338,0.573,4,3
2006,8,27,0.806,-0.057,0.808,4,3
2006,8,28,1.065,-0.156,1.076,4,3
2006,8,29,1.083,-0.291,1.121,4,3
2006,8,30,1.039,-0.298,1.081,4,3
2006,8,31,1.165,-0.331,1.211,4,3
2006,9,1,0.903,-0.902,1.276,4,3
2006,9,2,0.771,-1.363,1.566,3,2
2006,9,3,0.974,-1.52,1.805,3,2
2006,9,4,1.39,-1.147,1.802,4,3
2006,9,5,1.687,-1.432,2.213,4,3
2006,9,6,1.724,-1.656,2.39,4,3
2006,9,7,1.479,-1.364,2.012,4,3
2006,9,8,1.101,-0.905,1.425,4,3
2006,9,9,0.929,-0.834,1.248,4,3
2006,9,10,0.89,-1.015,1.35,3,2
2006,9,11,0.759,-0.595,0.964,4,3
2006,9,12,0.723,-0.326,0.793,4,3
2006,9,13,0.624,-0.235,0.667,4,3
2006,9,14,0.018,-0.278,0.279,3,2
2006,9,15,-0.011,-0.084,0.085,2,2
2006,9,16,-0.485,0.532,0.72,7,4
2006,9,17,-0.754,1.083,1.32,7,4
2006,9,18,-0.453,0.888,0.997,7,4
2006,9,19,-0.257,0.989,1.022,7,4
2006,9,20,-0.644,1.334,1.481,7,4
2006,9,21,-1.051,1.111,1.529,7,4
2006,9,22,-1.124,0.924,1.455,8,1
2006,9,23,-0.762,1.187,1.41,7,4
2006,9,24,-1.047,1.285,1.657,7,4
2006,9,25,-0.957,1.143,1.491,7,4
2006,9,26,-0.853,1.527,1.749,7,4
2006,9,27,-0.834,1.632,1.832,7,4
2006,9,28,-1.061,1.584,1.907,7,4
2006,9,29,-1.73,1.58,2.343,8,1
2006,9,30,-2.267,1.041,2.495,8,1
2006,10,1,-2.534,0.242,2.545,8,1
2006,10,2,-2.712,-0.534,2.764,1,1
2006,10,3,-2.656,-1.736,3.173,1,1
2006,10,4,-2.548,-2.906,3.865,2,2
2006,10,5,-1.986,-1.843,2.709,1,1
2006,10,6,-1.283,-0.053,1.284,1,1
2006,10,7,-0.894,0.354,0.962,8,1
2006,10,8,-0.685,-0.097,0.692,1,1
2006,10,9,-0.93,-0.63,1.123,1,1
2006,10,10,-1.217,-1.305,1.785,2,2
2006,10,11,-1.06,-2.012,2.274,2,2
2006,10,12,-0.892,-2.365,2.528,2,2
2006,10,13,-1.058,-2.995,3.176,2,2
2006,10,14,-0.504,-2.587,2.635,2,2
2006,10,15,0.025,-2.094,2.094,3,2
2006,10,16,0.112,-2.492,2.494,3,2
2006,10,17,0.235,-2.51,2.521,3,2
2006,10,18,0.471,-2.377,2.423,3,2
2006,10,19,0.816,-2.127,2.278,3,2
2006,10,20,0.59,-1.936,2.024,3,2
2006,10,21,0.847,-1.706,1.904,3,2
2006,10,22,1.108,-0.987,1.484,4,3
2006,10,23,1.219,-1.004,1.58,4,3
2006,10,24,1.134,-1.062,1.554,4,3
2006,10,25,1.009,-0.612,1.18,4,3
2006,10,26,0.576,-0.373,0.686,4,3
2006,10,27,0.173,-0.14,0.222,4,3
2006,10,28,-0.13,0.149,0.198,7,4
2006,10,29,0.012,-0.375,0.375,3,2
2006,10,30,0.26,-0.588,0.643,3,2
2006,10,31,0.227,-0.675,0.713,3,2
2006,11,1,0.027,-1.351,1.352,3,2
2006,11,2,0.27,-1.295,1.323,3,2
2006,11,3,0.101,-1.173,1.177,3,2
2006,11,4,-0.149,-0.729,0.744,2,2
2006,11,5,0.283,-0.163,0.327,4,3
2006,11,6,0.458,0.273,0.533,5,3
2006,11,7,0.757,-0.387,0.85,4,3
2006,11,8,0.658,-0.568,0.869,4,3
2006,11,9,0.31,-1.064,1.108,3,2
2006,11,10,0.138,-1.292,1.299,3,2
2006,11,11,0.58,-0.878,1.052,3,2
2006,11,12,0.972,-0.61,1.147,4,3
2006,11,13,1.077,-0.837,1.364,4,3
2006,11,14,1.322,-0.796,1.543,4,3
2006,11,15,1.089,-1.061,1.521,4,3
2006,11,16,1.386,-1.619,2.131,3,2
2006,11,17,1.212,-1.75,2.129,3,2
2006,11,18,1.244,-1.679,2.089,3,2
2006,11,19,1.325,-1.49,1.994,3,2
2006,11,20,1.021,-1.147,1.536,3,2
2006,11,21,0.779,-1.161,1.398,3,2
2006,11,22,0.603,-0.754,0.966,3,2
2006,11,23,0.563,-0.688,0.889,3,2
2006,11,24,0.474,-1.042,1.145,3,2
2006,11,25,0.294,-0.571,0.642,3,2
2006,11,26,0.69,0.228,0.727,5,3
2006,11,27,0.502,0.512,0.717,6,4
2006,11,28,0.22,0.205,0.3,5,3
2006,11,29,0.152,0.004,0.152,5,3
2006,11,30,-0.04,-0.235,0.238,2,2
2006,12,1,0.281,-0.039,0.284,4,3
2006,12,2,0.444,0.319,0.547,5,3
2006,12,3,0.513,0.522,0.732,6,4
2006,12,4,0.514,0.728,0.891,6,4
2006,12,5,0.332,0.868,0.929,6,4
2006,12,6,0.285,0.51,0.584,6,4
2006,12,7,0.024,0.263,0.264,6,4
2006,12,8,-0.014,0.197,0.198,7,4
2006,12,9,0.01,0.274,0.274,6,4
2006,12,10,0.135,0.006,0.135,5,3
2006,12,11,-0.104,0.066,0.123,8,1
2006,12,12,0.417,0.267,0.495,5,3
2006,12,13,0.359,-0.098,0.372,4,3
2006,12,14,0.332,0.322,0.462,5,3
2006,12,15,0.369,0.514,0.633,6,4
2006,12,16,0.692,0.431,0.815,5,3
2006,12,17,0.684,0.235,0.723,5,3
2006,12,18,0.764,0.17,0.783,5,3
2006,12,19,0.853,-0.356,0.924,4,3
2006,12,20,0.735,-0.557,0.922,4,3
2006,12,21,0.53,-0.931,1.072,3,2
2006,12,22,0.536,-0.551,0.769,3,2
2006,12,23,0.536,-0.556,0.772,3,2
2006,12,24,0.166,-1.132,1.144,3,2
2006,12,25,0.151,-1.284,1.292,3,2
2006,12,26,0.874,0.351,0.942,5,3
2006,12,27,0.761,1.235,1.451,6,4
2006,12,28,0.774,1.245,1.466,6,4
2006,12,29,0.66,1.353,1.505,6,4
2006,12,30,0.291,1.599,1.625,6,4
2007,1,1,0.324,1.944,1.97,6,4
2007,1,2,0.109,1.745,1.749,6,4
2007,1,3,-0.28,1.024,1.061,7,4
2007,1,4,-0.344,0.842,0.91,7,4
2007,1,5,0.048,0.601,0.603,6,4
2007,1,6,0.347,0.898,0.963,6,4
2007,1,7,0.781,1.677,1.85,6,4
2007,1,8,0.793,1.233,1.466,6,4
2007,1,9,0.668,0.96,1.17,6,4
2007,1,10,0.543,0.926,1.074,6,4
2007,1,11,0.626,0.95,1.137,6,4
2007,1,12,0.685,0.806,1.058,6,4
2007,1,13,0.603,0.89,1.075,6,4
2007,1,14,0.51,0.481,0.701,5,3
2007,1,15,0.694,0.599,0.916,5,3
2007,1,16,0.913,0.633,1.111,5,3
2007,1,17,0.956,0.458,1.06,5,3
2007,1,18,0.894,-0.05,0.895,4,3
2007,1,19,0.651,0.023,0.651,5,3
2007,1,20,0.456,-0.038,0.458,4,3
2007,1,21,0.609,-0.277,0.669,4,3
2007,1,22,0.726,-0.341,0.802,4,3
2007,1,23,0.766,0.107,0.773,5,3
2007,1,24,0.519,0.207,0.559,5,3
2007,1,25,-0.075,0.319,0.328,7,4
2007,1,26,0.012,1.271,1.271,6,4
2007,1,27,0.236,1.503,1.521,6,4
2007,1,28,-0.219,0.788,0.818,7,4
2007,1,29,-0.421,0.235,0.482,8,1
2007,1,30,-0.701,0.224,0.736,8,1
2007,1,31,-0.503,0.768,0.918,7,4
2007,2,1,-0.122,0.82,0.829,7,4
2007,2,2,-0.214,0.533,0.575,7,4
2007,2,3,-0.126,0.594,0.607,7,4
2007,2,4,-0.272,0.878,0.919,7,4
2007,2,5,-0.16,0.776,0.792,7,4
2007,2,6,-0.018,0.845,0.845,7,4
2007,2,7,0.142,0.772,0.785,6,4
2007,2,8,0.233,1.096,1.121,6,4
2007,2,9,-0.016,0.757,0.757,7,4
2007,2,10,-0.231,0.172,0.288,8,1
2007,2,11,-0.7,0.48,0.849,8,1
2007,2,12,-0.607,0.715,0.938,7,4
2007,2,13,-0.685,0.779,1.037,7,4
2007,2,14,-0.61,0.932,1.114,7,4
2007,2,15,-0.348,1.149,1.2,7,4
2007,2,16,-0.376,0.342,0.508,8,1
2007,2,17,-0.179,-0.054,0.186,1,1
2007,2,18,-0.065,-0.45,0.454,2,2
2007,2,19,0.074,-0.736,0.739,3,2
2007,2,20,0.11,-0.834,0.841,3,2
2007,2,21,-0.045,-0.931,0.932,2,2
2007,2,22,-0.234,-1.12,1.144,2,2
2007,2,23,-0.481,-1.108,1.208,2,2
2007,2,24,-0.843,-1.119,1.401,2,2
2007,2,25,-1.081,-0.896,1.404,1,1
2007,2,26,-0.975,-0.695,1.198,1,1
2007,2,27,-0.766,-0.161,0.783,1,1
2007,2,28,-1.011,-0.168,1.024,1,1
2007,2,29,-0.99,0.542,1.129,8,1
2007,3,1,-0.422,0.842,0.942,7,4
2007,3,2,-0.22,0.15,0.266,8,1
2007,3,3,-0.078,0.228,0.241,7,4
2007,3,4,-0.477,0.483,0.679,7,4
2007,3,5,-0.62,0.383,0.729,8,1
2007,3,6,-0.387,0.2,0.435,8,1
2007,3,7,-0.402,-0.193,0.446,1,1
2007,3,8,-0.419,-0.465,0.626,2,2
2007,3,9,-0.057,-0.02,0.061,1,1
2007,3,10,0.389,0.585,0.703,6,4
2007,3,11,0.169,0.737,0.756,6,4
2007,3,12,-0.207,0.524,0.563,7,4
2007,3,13,-0.026,0.288,0.289,7,4
2007,3,14,-0.267,0.017,0.268,8,1
2007,3,15,-0.778,-0.613,0.991,1,1
2007,3,16,-0.824,-0.474,0.951,1,1
2007,3,17,-0.599,-0.061,0.602,1,1
2007,3,18,-0.407,0.245,0.475,8,1
2007,3,19,-0.237,0.341,0.415,7,4
2007,3,20,0.295,0.351,0.459,6,4
2007,3,21,0.278,0.944,0.984,6,4
2007,3,22,0.28,0.462,0.54,6,4
2007,3,23,0.112,0.712,0.721,6,4
2007,3,24,-0.049,0.472,0.475,7,4
2007,3,25,-0.018,0.935,0.935,7,4
2007,3,26,-0.01,0.483,0.483,7,4
2007,3,27,0.229,0.547,0.593,6,4
2007,3,28,0.568,0.642,0.857,6,4
2007,3,29,0.563,0.762,0.947,6,4
2007,3,30,0.621,0.936,1.123,6,4
2007,3,31,0.144,0.825,0.838,6,4
2007,4,1,-0.383,0.457,0.596,7,4
2007,4,2,-0.229,0.223,0.319,8,1
2007,4,3,0.041,-0.615,0.616,3,2
2007,4,4,0.4,-0.884,0.97,3,2
2007,4,5,0.484,-0.593,0.765,3,2
2007,4,6,0.351,-0.359,0.502,3,2
2007,4,7,0.204,-0.463,0.506,3,2
2007,4,8,0.228,-0.071,0.239,4,3
2007,4,9,-0.097,-0.213,0.234,2,2
2007,4,10,-0.148,-0.163,0.22,2,2
2007,4,11,-0.024,0.13,0.132,7,4
2007,4,12,0.183,0.621,0.648,6,4
2007,4,13,0.165,0.387,0.421,6,4
2007,4,14,0.036,-0.372,0.374,3,2
2007,4,15,-0.28,-0.665,0.722,2,2
2007,4,16,-0.135,-0.385,0.408,2,2
2007,4,17,-0.275,-0.508,0.577,2,2
2007,4,18,-0.128,-0.148,0.195,2,2
2007,4,19,0.229,0.271,0.355,6,4
2007,4,20,0.491,0.495,0.697,6,4
2007,4,21,0.811,0.566,0.989,5,3
2007,4,22,0.696,0.207,0.726,5,3
2007,4,23,0.853,-0.012,0.853,4,3
2007,4,24,1.125,0.614,1.281,5,3
2007,4,25,1.328,0.919,1.615,5,3
2007,4,26,1.164,0.94,1.496,5,3
2007,4,27,0.959,0.788,1.241,5,3
2007,4,28,0.955,0.504,1.08,5,3
2007,4,29,1.196,0.345,1.245,5,3
2007,4,30,0.987,0.276,1.025,5,3
2007,5,1,0.725,0.448,0.852,5,3
2007,5,2,0.824,1.012,1.305,6,4
2007,5,3,0.359,0.982,1.045,6,4
2007,5,4,-0.339,0.601,0.69,7,4
2007,5,5,-0.873,0.446,0.98,8,1
2007,5,6,-1.238,1.11,1.663,8,1
2007,5,7,-0.723,1.673,1.823,7,4
2007,5,8,-0.705,1.45,1.612,7,4
2007,5,9,-0.702,1.118,1.32,7,4
2007,5,10,-0.758,0.906,1.181,7,4
2007,5,11,-0.383,1.366,1.419,7,4
2007,5,12,-0.349,1.099,1.153,7,4
2007,5,13,-0.212,0.748,0.778,7,4
2007,5,14,-0.095,0.57,0.578,7,4
2007,5,15,-0.291,0.048,0.295,8,1
2007,5,16,-0.149,0.451,0.475,7,4
2007,5,17,-0.038,0.636,0.637,7,4
2007,5,18,-0.424,0.34,0.544,8,1
2007,5,19,-0.893,-0.219,0.919,1,1
2007,5,20,-1.248,-0.957,1.573,1,1
2007,5,21,-1.239,-1.633,2.05,2,2
2007,5,22,-1.21,-1.938,2.285,2,2
2007,5,23,-0.957,-1.531,1.806,2,2
2007,5,24,-0.42,-1.428,1.489,2,2
2007,5,25,0.092,-0.705,0.711,3,2
2007,5,26,0.152,-0.832,0.846,3,2
2007,5,27,-0.023,-1.09,1.09,2,2
2007,5,28,0.188,-1.119,1.134,3,2
2007,5,29,0.306,-0.965,1.012,3,2
2007,5,30,0.175,-1.055,1.069,3,2
2007,5,31,-0.223,-1.236,1.256,2,2
2007,6,1,0.043,-1.616,1.617,3,2
2007,6,2,0.155,-1.976,1.982,3,2
2007,6,3,0.101,-2.369,2.371,3,2
2007,6,4,0.23,-2.415,2.426,3,2
2007,6,5,0.438,-2.216,2.259,3,2
2007,6,6,0.491,-2.131,2.187,3,2
2007,6,7,0.602,-2.197,2.278,3,2
2007,6,8,0.472,-2.198,2.248,3,2
2007,6,9,0.568,-2.125,2.199,3,2
2007,6,10,0.959,-1.614,1.878,3,2
2007,6,11,1.117,-1.162,1.611,3,2
2007,6,12,1.67,-0.98,1.936,4,3
2007,6,13,1.884,-0.917,2.096,4,3
2007,6,14,1.817,-0.439,1.869,4,3
2007,6,15,1.308,0.158,1.318,5,3
2007,6,16,1.029,0.46,1.128,5,3
2007,6,17,0.914,0.837,1.239,5,3
2007,6,18,0.796,1.28,1.507,6,4
2007,6,19,1.23,1.536,1.968,6,4
2007,6,20,1.322,1.578,2.059,6,4
2007,6,21,1.585,1.564,2.226,5,3
2007,6,22,1.252,1.111,1.674,5,3
2007,6,23,0.629,0.737,0.969,6,4
2007,6,24,0.118,0.735,0.744,6,4
2007,6,25,0.157,0.706,0.723,6,4
2007,6,26,0.098,0.313,0.328,6,4
2007,6,27,0.246,0.573,0.624,6,4
2007,6,28,-0.02,1.039,1.04,7,4
2007,6,29,-0.527,1.536,1.624,7,4
2007,6,30,-0.769,1.35,1.554,7,4
2007,7,1,-0.565,1.247,1.369,7,4
2007,7,2,-0.405,1.162,1.231,7,4
2007,7,3,-0.553,1.413,1.518,7,4
2007,7,4,-0.448,1.706,1.764,7,4
2007,7,5,-0.216,1.775,1.788,7,4
2007,7,6,-0.296,1.568,1.596,7,4
2007,7,7,-0.679,0.941,1.16,7,4
2007,7,8,-0.962,0.913,1.326,8,1
2007,7,9,-1.408,0.983,1.718,8,1
2007,7,10,-1.305,0.474,1.388,8,1
2007,7,11,-1.464,0.004,1.464,8,1
2007,7,12,-0.947,-0.2,0.968,1,1
2007,7,13,-0.224,-0.21,0.307,1,1
2007,7,14,0.938,-0.276,0.977,4,3
2007,7,15,1.323,-0.944,1.625,4,3
2007,7,16,1.549,-1.76,2.345,3,2
2007,7,17,1.924,-2.925,3.501,3,2
2007,7,18,1.847,-2.808,3.361,3,2
2007,7,19,2.005,-2.462,3.175,3,2
2007,7,20,2.22,-2.27,3.175,3,2
2007,7,21,2.524,-1.777,3.087,4,3
2007,7,22,2.721,-1.478,3.096,4,3
2007,7,23,2.365,-1.114,2.614,4,3
2007,7,24,1.837,-0.738,1.979,4,3
2007,7,25,1.403,-0.628,1.537,4,3
2007,7,26,1.242,-0.105,1.247,4,3
2007,7,27,1.143,-0.17,1.156,4,3
2007,7,28,0.909,-0.226,0.937,4,3
2007,7,29,0.318,-0.206,0.379,4,3
2007,7,30,-0.411,0.182,0.45,8,1
2007,7,31,-0.683,0.778,1.035,7,4
2007,8,1,-0.755,1.463,1.646,7,4
2007,8,2,-1.093,1.829,2.131,7,4
2007,8,3,-1.326,1.958,2.365,7,4
2007,8,4,-1.631,1.7,2.356,7,4
2007,8,5,-1.909,0.92,2.119,8,1
2007,8,6,-1.909,0.74,2.048,8,1
2007,8,7,-1.856,0.325,1.884,8,1
2007,8,8,-1.537,-0.045,1.538,1,1
2007,8,9,-1.129,-1.114,1.586,1,1
2007,8,10,-0.892,-1.684,1.905,2,2
2007,8,11,-0.436,-1.618,1.676,2,2
2007,8,12,-0.763,-1.261,1.474,2,2
2007,8,13,-0.937,-1.061,1.415,2,2
2007,8,14,-0.929,-0.963,1.338,2,2
2007,8,15,-1.089,-0.812,1.359,1,1
2007,8,16,-0.955,-0.803,1.248,1,1
2007,8,17,-0.406,-0.547,0.681,2,2
2007,8,18,0.136,-0.328,0.355,3,2
2007,8,19,0.661,0.098,0.668,5,3
2007,8,20,0.673,0.393,0.779,5,3
2007,8,21,0.87,0.798,1.18,5,3
2007,8,22,0.916,0.454,1.023,5,3
2007,8,23,0.834,0.637,1.049,5,3
2007,8,24,0.847,0.599,1.038,5,3
2007,8,25,0.576,0.492,0.757,5,3
2007,8,26,0.635,0.432,0.768,5,3
2007,8,27,0.736,-0.074,0.739,4,3
2007,8,28,0.408,-0.394,0.567,4,3
2007,8,29,0.363,-0.672,0.764,3,2
2007,8,30,0.426,-0.883,0.981,3,2
2007,8,31,0.533,-1.181,1.295,3,2
2007,9,1,0.646,-1.095,1.272,3,2
2007,9,2,0.255,-1.01,1.042,3,2
2007,9,3,0.259,-1.25,1.276,3,2
2007,9,4,0.234,-0.819,0.852,3,2
2007,9,5,0.387,0.058,0.391,5,3
2007,9,6,0.6,0.093,0.608,5,3
2007,9,7,0.552,0.189,0.583,5,3
2007,9,8,0.285,0.32,0.429,6,4
2007,9,9,0.358,0.639,0.733,6,4
2007,9,10,-0.016,0.658,0.658,7,4
2007,9,11,-0.44,0.63,0.768,7,4
2007,9,12,-0.745,0.294,0.801,8,1
2007,9,13,-0.559,0.528,0.769,8,1
2007,9,14,-0.73,0.944,1.194,7,4
2007,9,15,-0.658,1.394,1.542,7,4
2007,9,16,-1.256,1.433,1.906,7,4
2007,9,17,-1.356,1.253,1.846,8,1
2007,9,18,-1.32,1.103,1.72,8,1
2007,9,19,-1.503,1.444,2.084,8,1
2007,9,20,-1.675,1.286,2.111,8,1
2007,9,21,-2.084,1.244,2.427,8,1
2007,9,22,-1.924,1.291,2.317,8,1
2007,9,23,-1.321,1.204,1.787,8,1
2007,9,24,-0.944,1.656,1.906,7,4
2007,9,25,-0.921,1.976,2.18,7,4
2007,9,26,-1.242,2.31,2.623,7,4
2007,9,27,-1.412,2.419,2.801,7,4
2007,9,28,-1.859,1.641,2.479,8,1
2007,9,29,-1.945,1.156,2.262,8,1
2007,9,30,-2.545,0.979,2.727,8,1
2007,10,1,-2.414,0.594,2.486,8,1
2007,10,2,-1.714,-0.803,1.892,1,1
2007,10,3,-1.536,-1.415,2.089,1,1
2007,10,4,-1.503,-1.219,1.935,1,1
2007,10,5,-1.065,-0.726,1.289,1,1
2007,10,6,-0.365,-0.421,0.557,2,2
2007,10,7,0.222,0.042,0.226,5,3
2007,10,8,0.228,-0.003,0.228,4,3
2007,10,9,0.074,-0.273,0.283,3,2
2007,10,10,0.274,-0.213,0.347,4,3
2007,10,11,0.36,-0.077,0.368,4,3
2007,10,12,0.168,-0.468,0.497,3,2
2007,10,13,0.252,-0.643,0.691,3,2
2007,10,14,0.257,-0.595,0.649,3,2
2007,10,15,0.341,-1.012,1.067,3,2
2007,10,16,0.271,-1.013,1.048,3,2
2007,10,17,0.111,-1.011,1.017,3,2
2007,10,18,0.392,-1.058,1.128,3,2
2007,10,19,0.38,-0.2,0.429,4,3
2007,10,20,0.656,0.34,0.739,5,3
2007,10,21,0.827,0.848,1.185,6,4
2007,10,22,0.556,0.718,0.908,6,4
2007,10,23,0.241,0.336,0.413,6,4
2007,10,24,-0.144,-0.028,0.146,1,1
